horas_uso,dias_sin_mantenimiento,fallas_previas,antiguedad,horas_por_dia,uso_proyectado_30d,criticidad,tipo_maquina,fallo_30d
2391,165,2,5,8.950643988535958,268.5193196560788,1,1,0
823,111,0,4,6.178355273170543,185.3506581951163,1,1,0
1216,178,2,19,4.205368664923174,126.16105994769524,1,1,0
1080,17,1,2,8.9839270393915,269.517811181745,1,1,0
2249,139,1,11,6.071152869287653,182.13458607862958,1,1,0
1527,152,2,13,8.643007139208041,259.29021417624125,1,1,0
652,181,2,15,6.176547367995672,185.29642103987018,1,1,0
1383,112,4,12,9.16640811984833,274.99224359544985,2,1,1
2256,161,0,11,5.317063150485752,159.51189451457256,1,1,0
1882,72,1,7,9.84728359119322,295.4185077357966,1,1,0
2455,112,3,5,8.678552648728186,260.35657946184557,1,1,0
1354,144,2,17,4.685427555522381,140.56282666567142,1,1,0
603,207,0,9,7.394659719799363,221.8397915939809,1,1,0
2399,179,2,14,9.912203873450409,297.36611620351226,2,1,0
2301,246,1,12,6.826392716162887,204.7917814848866,1,1,0
1896,131,4,6,5.092642832929499,152.77928498788498,1,1,0
827,158,3,17,6.908670202902077,207.26010608706233,1,1,0
786,215,0,19,7.07474593529153,212.24237805874589,1,1,0
1848,223,1,19,8.450121665371993,253.5036499611598,1,1,0
1643,172,0,16,8.193075118965426,245.7922535689628,1,1,0
1645,151,0,12,6.4153002615818835,192.45900784745652,1,1,0
303,171,3,12,5.308138644964519,159.24415934893557,1,1,0
453,38,0,6,7.8703250066159764,236.1097501984793,1,1,0
1696,19,0,4,6.530223607319691,195.9067082195907,1,1,0
298,46,0,6,4.793657266751982,143.80971800255946,2,1,0
2400,123,0,11,9.403433807418313,282.1030142225494,2,1,0
2084,29,0,1,8.147331145657926,244.41993436973777,2,1,0
2119,120,2,15,8.099103138672888,242.97309416018663,1,1,0
1077,149,0,11,8.935503255470044,268.0650976641013,1,1,0
537,193,0,19,7.177970071930487,215.3391021579146,1,1,0
1156,180,0,18,8.890326570414743,266.7097971124423,1,1,0
1904,165,2,17,6.988544521066034,209.65633563198102,1,1,0
360,166,0,19,4.4030523994942605,132.09157198482782,1,1,0
1803,108,0,14,6.431488528166133,192.944655844984,1,1,0
597,216,1,18,6.984789363879344,209.5436809163803,2,1,0
1500,158,1,19,8.321215489793774,249.63646469381322,1,1,0
1015,163,1,15,4.639472380772046,139.1841714231614,1,1,0
1727,221,1,15,4.840111231962694,145.2033369588808,1,1,0
2119,53,1,4,5.582102815807699,167.46308447423095,2,1,0
1615,129,1,7,5.598990360225294,167.96971080675883,1,1,0
1358,161,1,13,8.393107470754375,251.79322412263124,1,1,0
1418,71,1,3,5.504383963369587,165.1315189010876,1,1,0
600,180,1,16,7.798588380144685,233.95765140434057,1,1,0
839,108,2,9,6.965643100829628,208.96929302488886,1,1,0
659,100,1,8,7.439766269076404,223.19298807229214,2,1,0
1154,122,2,13,9.028641779069774,270.85925337209324,1,1,0
669,177,2,17,6.426289009294146,192.78867027882436,1,1,0
1245,147,1,17,8.625468262385622,258.76404787156866,1,1,0
1893,216,2,17,6.532216357304124,195.96649071912373,1,1,0
2285,0,0,1,6.1232282593674965,183.6968477810249,1,1,0
2477,118,1,8,9.751763063879324,292.55289191637974,1,1,0
762,200,1,19,5.106225524073779,153.18676572221338,1,1,0
1999,92,1,6,4.542021763465647,136.26065290396943,1,1,0
2274,94,0,3,8.62591555321287,258.7774665963861,1,1,0
425,58,0,5,4.40949823212455,132.2849469637365,1,1,0
997,144,0,13,9.022473944218177,270.6742183265453,1,1,0
1159,91,2,15,6.623160378143461,198.69481134430382,2,1,0
1704,145,4,14,9.493082063751483,284.7924619125445,1,1,0
652,192,0,16,8.329197166731433,249.87591500194299,1,1,0
1015,125,1,18,7.662428002047745,229.87284006143236,2,1,0
858,129,1,11,9.695840782346593,290.8752234703978,1,1,0
746,26,0,3,6.379896238312326,191.39688714936977,2,1,0
1415,105,0,10,9.724521619237798,291.73564857713393,1,1,0
216,90,1,10,4.810007664527242,144.30022993581724,2,1,0
1443,108,0,16,6.9025296515944765,207.0758895478343,1,1,0
2405,151,2,12,5.619467334353169,168.58402003059507,1,1,0
1269,54,2,2,7.239056673449161,217.17170020347484,1,1,0
2346,136,2,9,4.9720832673495075,149.16249802048523,2,1,0
1968,85,0,3,9.049177961860261,271.4753388558078,2,1,0
1260,199,0,15,9.078447095887343,272.35341287662027,1,1,0
501,64,1,3,9.731417876340874,291.9425362902262,1,1,0
380,242,2,19,4.928032845299417,147.84098535898252,2,1,0
806,134,0,18,7.739995305429945,232.19985916289835,1,1,0
899,130,0,8,6.8454238522022175,205.36271556606653,2,1,0
1192,189,1,17,6.066302392265399,181.98907176796197,2,1,1
1339,113,2,8,6.109240966805313,183.27722900415938,1,1,0
390,103,0,7,6.476761303640513,194.3028391092154,1,1,0
1180,52,1,7,8.229553298133718,246.88659894401152,1,1,0
2206,6,0,3,7.589716349608928,227.69149048826785,1,1,0
1384,111,1,1,6.758089076566787,202.7426722970036,2,1,0
327,60,1,4,4.455600462217733,133.668013866532,1,1,0
2265,67,1,5,4.466592064473742,133.99776193421226,2,1,0
2016,0,1,1,4.01403634375467,120.4210903126401,1,1,0
1958,90,0,15,9.80619632924252,294.1858898772756,2,1,0
769,66,0,5,4.03152291135031,120.9456873405093,1,1,0
1546,120,0,13,4.618562476082469,138.55687428247407,1,1,0
2095,94,0,8,5.887579340856465,176.62738022569397,1,1,0
825,102,1,8,8.844581510900568,265.337445327017,2,1,0
1886,169,0,5,9.772592714584706,293.17778143754117,1,1,0
354,93,1,9,8.740081352751137,262.2024405825341,2,1,0
1609,101,0,1,8.143361394673843,244.30084184021527,1,1,0
984,127,0,4,7.127804004481416,213.8341201344425,1,1,0
445,89,1,3,4.520231271173102,135.60693813519305,1,1,0
1700,46,2,2,9.749024758023582,292.47074274070746,1,1,0
1905,44,1,8,8.550354483674088,256.51063451022264,1,1,0
737,121,0,9,7.833696312005571,235.01088936016714,2,1,0
2090,101,3,2,8.554215073233099,256.62645219699294,2,1,0
2041,221,2,14,8.344619975638832,250.33859926916494,2,1,0
1120,104,0,14,7.823389478736921,234.70168436210764,2,1,0
724,52,0,4,9.883460801079929,296.50382403239786,1,1,0
1729,40,0,6,9.420182875816149,282.60548627448446,1,1,0
235,97,1,11,7.879989514702981,236.39968544108942,1,1,0
884,85,1,3,8.159051268741548,244.77153806224644,2,1,0
219,71,1,8,4.30957483995226,129.2872451985678,1,1,0
599,21,0,3,8.019504787300235,240.58514361900706,1,1,0
1171,173,0,14,4.264992626260601,127.94977878781803,1,1,0
2106,157,1,13,7.529582541819586,225.88747625458757,1,1,0
1366,158,2,13,9.996120997395009,299.8836299218503,2,1,0
1315,19,0,2,7.334839488623078,220.04518465869234,2,1,0
1033,185,0,13,6.839260708488,205.17782125464,1,1,0
2023,197,3,19,5.877129139033525,176.31387417100575,2,1,0
2182,178,1,6,4.723135472718787,141.69406418156362,1,1,0
1053,169,1,16,8.38614202874969,251.5842608624907,1,1,0
250,0,0,2,5.155594166713783,154.6678250014135,1,1,0
774,3,1,8,4.691692127483706,140.75076382451118,1,1,0
1348,195,1,17,6.530575958383075,195.91727875149223,1,1,0
2397,103,1,2,8.772051027754584,263.16153083263754,2,1,0
1915,93,3,10,8.470387288721323,254.11161866163968,1,1,0
881,247,1,16,4.329295687878849,129.87887063636546,2,1,0
1037,149,1,6,6.730862110216936,201.9258633065081,1,1,0
1277,54,0,2,7.134607456427013,214.0382236928104,1,1,0
1795,82,3,2,7.867279903754933,236.018397112648,1,1,0
204,169,0,13,7.901004102659369,237.03012307978108,1,1,1
1326,230,1,15,6.188183496743835,185.64550490231505,1,1,0
1419,78,1,2,7.3640631640210845,220.92189492063252,2,1,0
973,93,0,7,6.886371303064519,206.59113909193556,1,1,0
1076,90,2,3,9.309990139139686,279.29970417419054,1,1,0
1191,120,1,8,7.1815907958094005,215.44772387428202,1,1,0
246,183,1,14,6.64619297048897,199.3857891146691,1,1,0
468,33,2,7,6.426912698091105,192.80738094273315,1,1,0
569,103,1,7,7.434566556600794,223.0369966980238,1,1,0
835,56,0,1,8.823861876405386,264.7158562921616,1,1,0
1329,168,1,17,7.2304089422847255,216.91226826854177,1,1,0
1893,133,0,9,7.969931050483249,239.09793151449745,1,1,0
1882,215,1,13,8.42713460143915,252.8140380431745,1,1,0
856,192,1,19,7.121008659272391,213.63025977817173,1,1,0
319,214,1,19,6.560902339929186,196.82707019787557,1,1,0
1030,230,0,17,9.259992267174697,277.7997680152409,2,1,0
2010,121,1,10,6.505036504167353,195.1510951250206,1,1,0
1281,74,0,10,6.771657103453526,203.1497131036058,1,1,0
2174,91,1,4,9.942047880050662,298.26143640151986,1,1,0
1569,5,0,8,4.001425141455307,120.04275424365922,2,1,0
940,82,0,18,5.112837457460335,153.38512372381007,1,1,0
316,165,2,14,6.303783339518354,189.1135001855506,1,1,0
2053,95,3,18,9.595539456551517,287.86618369654553,2,1,0
1350,99,2,14,4.420178234484826,132.6053470345448,1,1,0
2131,144,2,15,4.056912601770988,121.70737805312964,1,1,0
1212,38,1,4,4.316103015863371,129.48309047590112,1,1,0
1864,133,1,13,4.531260463681709,135.93781391045127,1,1,0
1281,148,2,8,4.225580639237565,126.76741917712695,2,1,0
833,188,1,18,6.878687961139029,206.36063883417086,2,1,0
712,97,1,12,7.484543243363966,224.536297300919,1,1,0
1319,201,1,14,5.630121826414024,168.90365479242072,1,1,0
1341,0,1,2,6.389724303853813,191.6917291156144,1,1,0
759,202,4,18,4.55019601066858,136.5058803200574,1,1,0
687,0,0,2,6.018222782970533,180.546683489116,2,1,0
1096,128,0,11,7.135115149807138,214.05345449421415,1,1,0
1412,94,1,9,8.393630843107871,251.80892529323614,1,1,0
903,174,1,12,4.020078172257875,120.60234516773626,2,1,0
1670,209,3,17,6.803864599225916,204.11593797677747,1,1,0
780,126,0,15,5.782017258729294,173.4605177618788,1,1,0
2494,144,2,17,9.116930930151408,273.50792790454227,1,1,0
353,161,0,18,8.293319891405451,248.79959674216354,2,1,0
1879,168,3,6,7.5346512068253695,226.03953620476108,1,1,0
1196,230,0,17,5.663593874180641,169.90781622541925,1,1,0
1443,140,1,18,9.462034612345207,283.8610383703562,1,1,0
1292,126,0,8,4.270604063321939,128.11812189965818,1,1,0
1208,32,0,9,4.656805592074691,139.70416776224073,2,1,0
2341,65,1,6,6.3497808432421365,190.49342529726408,2,1,0
1973,32,0,5,4.7466253437811385,142.39876031343417,1,1,0
1157,168,0,12,9.73849418535655,292.1548255606965,1,1,0
652,66,0,11,8.7879359328603,263.638077985809,1,1,0
1427,60,1,1,5.5538959096108815,166.61687728832644,1,1,0
2465,123,1,11,7.531325373839472,225.93976121518415,1,1,0
750,174,0,19,9.89398309048049,296.81949271441465,2,1,0
1835,178,2,9,9.305193868789019,279.15581606367056,1,1,0
1512,116,0,2,7.604790678653188,228.14372035959565,1,1,0
1957,125,1,12,9.422343803051623,282.6703140915487,1,1,0
556,48,0,4,9.935109458880154,298.0532837664046,2,1,0
2270,11,2,4,8.460116937361745,253.80350812085234,2,1,0
1985,183,2,18,4.389918456897364,131.69755370692093,2,1,0
1981,228,0,15,6.409481418552925,192.28444255658775,1,1,0
1831,176,0,19,9.026954411699473,270.80863235098417,1,1,0
1215,168,1,13,5.383415174830114,161.50245524490342,2,1,0
1548,146,4,19,8.983855106503748,269.51565319511246,1,1,0
715,148,0,17,4.722032572209976,141.6609771662993,1,1,0
535,96,0,6,4.281672142886878,128.45016428660634,2,1,0
1982,162,0,16,6.304543668947497,189.1363100684249,2,1,0
696,163,1,12,4.2203916245596815,126.61174873679045,1,1,0
1095,157,0,19,9.743621577899955,292.30864733699866,1,1,0
2407,10,2,5,8.957234174763794,268.71702524291385,1,1,0
1051,210,0,17,8.80461812277925,264.13854368337746,1,1,0
1887,0,0,1,7.778667537976919,233.36002613930756,1,1,0
2131,140,2,10,5.2979441382193215,158.93832414657965,2,1,0
1768,168,0,15,7.109562200058353,213.2868660017506,2,1,0
1156,51,0,11,7.583644434582046,227.5093330374614,2,1,0
1836,175,0,13,7.150189005161609,214.50567015484827,1,1,0
1491,57,2,5,5.5614002077091635,166.8420062312749,2,1,0
1640,45,1,1,7.091487545888356,212.74462637665067,2,1,0
1391,121,2,12,6.947118045211759,208.41354135635277,1,1,0
1266,187,1,11,9.978014654840345,299.3404396452104,2,1,0
484,219,0,17,9.384616888277224,281.5385066483167,2,1,0
211,0,0,4,6.780284489293719,203.40853467881158,1,1,0
1830,245,1,15,7.737624297610712,232.12872892832138,1,1,0
953,84,2,9,8.487229624553372,254.61688873660114,1,1,0
2282,271,1,19,4.20919096140295,126.27572884208848,1,1,0
289,171,0,19,9.369528647367039,281.08585942101115,1,1,0
975,112,0,12,9.160760898507542,274.8228269552263,2,1,0
1825,70,2,5,6.744592586642244,202.33777759926733,1,1,0
617,98,1,10,6.347018596482279,190.41055789446835,1,1,0
314,266,0,17,5.637756249137889,169.13268747413667,1,1,0
816,66,0,5,6.860060969982211,205.80182909946632,1,1,0
1025,145,0,16,4.26625998119942,127.98779943598261,1,1,0
1849,89,0,7,9.113161200082047,273.3948360024614,1,1,0
1716,63,0,9,4.21253421051127,126.37602631533811,1,1,0
612,117,0,3,5.974308192219226,179.22924576657678,1,1,0
928,96,1,15,9.58953692991394,287.6861078974182,1,1,0
875,138,1,16,8.411275927140716,252.33827781422147,1,1,0
2092,216,1,18,5.68834576346516,170.6503729039548,2,1,0
2439,153,2,14,5.51589456376531,165.4768369129593,1,1,0
1322,75,0,3,4.030492838908156,120.91478516724467,2,1,0
1771,192,1,12,8.1742857570985,245.228572712955,1,1,0
1177,142,0,9,4.292701490039039,128.78104470117117,1,1,0
1208,91,0,7,7.195615116404572,215.86845349213718,2,1,0
2343,185,0,9,9.7727318355523,293.181955066569,1,1,0
1887,113,1,13,4.656813160326723,139.7043948098017,1,1,0
236,179,2,18,9.366879585808405,281.00638757425213,1,1,0
1748,78,2,5,9.948852010870288,298.46556032610863,1,1,0
2464,149,4,13,4.36910215743541,131.07306472306232,1,1,0
1072,19,0,4,9.297437614824767,278.92312844474304,1,1,0
2021,0,1,2,7.0964741226617,212.894223679851,1,1,0
1496,179,1,16,9.43908231666748,283.1724695000244,1,1,0
2309,76,0,9,7.427913651517445,222.83740954552334,1,1,0
795,178,0,9,7.972672060639388,239.18016181918165,2,1,0
2103,75,0,6,7.262673447984396,217.88020343953187,2,1,0
928,112,1,11,9.18695728184409,275.60871845532273,1,1,0
1565,91,2,1,8.403459513722211,252.10378541166634,2,1,0
596,83,1,4,7.12756187308249,213.8268561924747,1,1,0
898,131,1,13,9.208964824309282,276.2689447292785,1,1,0
2424,118,2,13,5.471713193532008,164.15139580596022,1,1,0
1835,280,0,13,4.944043958215156,148.32131874645466,2,1,0
595,60,0,2,4.962400631980433,148.872018959413,1,1,0
275,145,0,9,6.0040532724714275,180.12159817414283,1,1,0
464,58,1,8,5.432140187806105,162.96420563418314,1,1,0
2019,72,2,7,9.580542103058432,287.41626309175297,2,1,0
917,146,0,4,4.635004562971504,139.05013688914514,2,1,0
1050,234,1,18,8.193944428237526,245.81833284712576,2,1,0
1590,77,1,3,5.135329238710035,154.05987716130107,1,1,0
